"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"631","21318","21318","21318","0.84765625","0.84765625","0.84765625","21318","21318","21318","0.8359375","0.8359375","0.8359375","21318","21318","21318","0.84375","0.84375","0.84375"
"632","21347","21347","21347","0.86328125","0.86328125","0.86328125","21347","21347","21347","0.8828125","0.8828125","0.8828125","21347","21347","21347","0.86328125","0.86328125","0.86328125"
"633","21376","21376","21376","0.6484375","0.6484375","0.6484375","21376","21376","21376","0.6015625","0.6015625","0.6015625","21376","21376","21376","0.65625","0.65625","0.65625"
"634","21405","21405","21405","0.7265625","0.7265625","0.7265625","21405","21405","21405","0.72265625","0.72265625","0.72265625","21405","21405","21405","0.73828125","0.73828125","0.73828125"
"635","21434","21434","21434","0.73046875","0.73046875","0.73046875","21434","21434","21434","0.72265625","0.72265625","0.72265625","21434","21434","21434","0.71875","0.71875","0.71875"
"636","21463","21463","21463","0.81640625","0.81640625","0.81640625","21463","21463","21463","0.82421875","0.82421875","0.82421875","21463","21463","21463","0.82421875","0.82421875","0.82421875"
"637","21492","21492","21492","0.58203125","0.58203125","0.58203125","21492","21492","21492","0.61328125","0.61328125","0.61328125","21492","21492","21492","0.6015625","0.6015625","0.6015625"
"638","21521","21521","21521","0.72265625","0.72265625","0.72265625","21521","21521","21521","0.73046875","0.73046875","0.73046875","21521","21521","21521","0.71875","0.71875","0.71875"
"639","21550","21550","21550","0.84375","0.84375","0.84375","21550","21550","21550","0.79296875","0.79296875","0.79296875","21550","21550","21550","0.828125","0.828125","0.828125"
"640","21579","21579","21579","0.7265625","0.7265625","0.7265625","21579","21579","21579","0.734375","0.734375","0.734375","21579","21579","21579","0.70703125","0.70703125","0.70703125"
"641","21759","21759","21759","0.8203125","0.8203125","0.8203125","21759","21759","21759","0.80078125","0.80078125","0.80078125","21759","21759","21759","0.81640625","0.81640625","0.81640625"
"642","21788","21788","21788","0.796875","0.796875","0.796875","21788","21788","21788","0.734375","0.734375","0.734375","21788","21788","21788","0.78125","0.78125","0.78125"
"643","21817","21817","21817","0.73828125","0.73828125","0.73828125","21817","21817","21817","0.7109375","0.7109375","0.7109375","21817","21817","21817","0.73046875","0.73046875","0.73046875"
"644","21846","21846","21846","0.8125","0.8125","0.8125","21846","21846","21846","0.8125","0.8125","0.8125","21846","21846","21846","0.82421875","0.82421875","0.82421875"
"645","21875","21875","21875","0.88671875","0.88671875","0.88671875","21875","21875","21875","0.8671875","0.8671875","0.8671875","21875","21875","21875","0.86328125","0.86328125","0.86328125"
"646","21904","21904","21904","0.75","0.75","0.75","21904","21904","21904","0.73828125","0.73828125","0.73828125","21904","21904","21904","0.71875","0.71875","0.71875"
"647","21933","21933","21933","0.8046875","0.8046875","0.8046875","21933","21933","21933","0.8359375","0.8359375","0.8359375","21933","21933","21933","0.859375","0.859375","0.859375"
"648","21962","21962","21962","0.69921875","0.69921875","0.69921875","21962","21962","21962","0.71875","0.71875","0.71875","21962","21962","21962","0.71484375","0.71484375","0.71484375"
"649","21991","21991","21991","0.76953125","0.76953125","0.76953125","21991","21991","21991","0.76953125","0.76953125","0.76953125","21991","21991","21991","0.74609375","0.74609375","0.74609375"
"650","22020","22020","22020","0.7734375","0.7734375","0.7734375","22020","22020","22020","0.73046875","0.73046875","0.73046875","22020","22020","22020","0.80078125","0.80078125","0.80078125"
"651","22049","22049","22049","0.65234375","0.65234375","0.65234375","22049","22049","22049","0.62890625","0.62890625","0.62890625","22049","22049","22049","0.625","0.625","0.625"
"652","22078","22078","22078","0.75","0.75","0.75","22078","22078","22078","0.671875","0.671875","0.671875","22078","22078","22078","0.72265625","0.72265625","0.72265625"
"653","22107","22107","22107","0.70703125","0.70703125","0.70703125","22107","22107","22107","0.71484375","0.71484375","0.71484375","22107","22107","22107","0.6796875","0.6796875","0.6796875"
"654","22136","22136","22136","0.84765625","0.84765625","0.84765625","22136","22136","22136","0.7734375","0.7734375","0.7734375","22136","22136","22136","0.8203125","0.8203125","0.8203125"
"655","22165","22165","22165","0.70703125","0.70703125","0.70703125","22165","22165","22165","0.6875","0.6875","0.6875","22165","22165","22165","0.671875","0.671875","0.671875"
"656","22194","22194","22194","0.66015625","0.66015625","0.66015625","22194","22194","22194","0.66015625","0.66015625","0.66015625","22194","22194","22194","0.6640625","0.6640625","0.6640625"
"657","22223","22223","22223","0.796875","0.796875","0.796875","22223","22223","22223","0.79296875","0.79296875","0.79296875","22223","22223","22223","0.85546875","0.85546875","0.85546875"
"658","22252","22252","22252","0.7734375","0.7734375","0.7734375","22252","22252","22252","0.73828125","0.73828125","0.73828125","22252","22252","22252","0.7265625","0.7265625","0.7265625"
"659","22281","22281","22281","0.6796875","0.6796875","0.6796875","22281","22281","22281","0.6796875","0.6796875","0.6796875","22281","22281","22281","0.68359375","0.68359375","0.68359375"
"660","22310","22310","22310","0.79296875","0.79296875","0.79296875","22310","22310","22310","0.76953125","0.76953125","0.76953125","22310","22310","22310","0.7578125","0.7578125","0.7578125"
"661","22339","22339","22339","0.70703125","0.70703125","0.70703125","22339","22339","22339","0.66796875","0.66796875","0.66796875","22339","22339","22339","0.7421875","0.7421875","0.7421875"
"662","22368","22368","22368","0.62890625","0.62890625","0.62890625","22368","22368","22368","0.6796875","0.6796875","0.6796875","22368","22368","22368","0.6640625","0.6640625","0.6640625"
"663","22397","22397","22397","0.671875","0.671875","0.671875","22397","22397","22397","0.67578125","0.67578125","0.67578125","22397","22397","22397","0.671875","0.671875","0.671875"
"664","22426","22426","22426","0.7890625","0.7890625","0.7890625","22426","22426","22426","0.7421875","0.7421875","0.7421875","22426","22426","22426","0.76953125","0.76953125","0.76953125"
"665","22455","22455","22455","0.6875","0.6875","0.6875","22455","22455","22455","0.734375","0.734375","0.734375","22455","22455","22455","0.73828125","0.73828125","0.73828125"
"666","22484","22484","22484","0.6953125","0.6953125","0.6953125","22484","22484","22484","0.70703125","0.70703125","0.70703125","22484","22484","22484","0.69140625","0.69140625","0.69140625"
"667","22513","22513","22513","0.6328125","0.6328125","0.6328125","22513","22513","22513","0.609375","0.609375","0.609375","22513","22513","22513","0.61328125","0.61328125","0.61328125"
"668","22542","22542","22542","0.7578125","0.7578125","0.7578125","22542","22542","22542","0.7578125","0.7578125","0.7578125","22542","22542","22542","0.75390625","0.75390625","0.75390625"
"669","22571","22571","22571","0.7578125","0.7578125","0.7578125","22571","22571","22571","0.7890625","0.7890625","0.7890625","22571","22571","22571","0.8125","0.8125","0.8125"
"670","22600","22600","22600","0.9296875","0.9296875","0.9296875","22600","22600","22600","0.90625","0.90625","0.90625","22600","22600","22600","0.93359375","0.93359375","0.93359375"
"671","22629","22629","22629","0.6171875","0.6171875","0.6171875","22629","22629","22629","0.65625","0.65625","0.65625","22629","22629","22629","0.625","0.625","0.625"
"672","22658","22658","22658","0.796875","0.796875","0.796875","22658","22658","22658","0.796875","0.796875","0.796875","22658","22658","22658","0.8046875","0.8046875","0.8046875"
"673","22838","22838","22838","0.71875","0.71875","0.71875","22838","22838","22838","0.7109375","0.7109375","0.7109375","22838","22838","22838","0.72265625","0.72265625","0.72265625"
"674","22867","22867","22867","0.77734375","0.77734375","0.77734375","22867","22867","22867","0.75","0.75","0.75","22867","22867","22867","0.76953125","0.76953125","0.76953125"
"675","22896","22896","22896","0.8046875","0.8046875","0.8046875","22896","22896","22896","0.81640625","0.81640625","0.81640625","22896","22896","22896","0.82421875","0.82421875","0.82421875"
"676","22925","22925","22925","0.8671875","0.8671875","0.8671875","22925","22925","22925","0.85546875","0.85546875","0.85546875","22925","22925","22925","0.85546875","0.85546875","0.85546875"
"677","22954","22954","22954","0.609375","0.609375","0.609375","22954","22954","22954","0.5859375","0.5859375","0.5859375","22954","22954","22954","0.609375","0.609375","0.609375"
"678","22983","22983","22983","0.75390625","0.75390625","0.75390625","22983","22983","22983","0.7578125","0.7578125","0.7578125","22983","22983","22983","0.76171875","0.76171875","0.76171875"
"679","23012","23012","23012","0.671875","0.671875","0.671875","23012","23012","23012","0.63671875","0.63671875","0.63671875","23012","23012","23012","0.67578125","0.67578125","0.67578125"
"680","23041","23041","23041","0.625","0.625","0.625","23041","23041","23041","0.6328125","0.6328125","0.6328125","23041","23041","23041","0.65234375","0.65234375","0.65234375"
"681","23070","23070","23070","0.6953125","0.6953125","0.6953125","23070","23070","23070","0.69140625","0.69140625","0.69140625","23070","23070","23070","0.734375","0.734375","0.734375"
"682","23099","23099","23099","0.74609375","0.74609375","0.74609375","23099","23099","23099","0.71875","0.71875","0.71875","23099","23099","23099","0.75390625","0.75390625","0.75390625"
"683","23128","23128","23128","0.63671875","0.63671875","0.63671875","23128","23128","23128","0.60546875","0.60546875","0.60546875","23128","23128","23128","0.65234375","0.65234375","0.65234375"
"684","23157","23157","23157","0.703125","0.703125","0.703125","23157","23157","23157","0.69140625","0.69140625","0.69140625","23157","23157","23157","0.703125","0.703125","0.703125"
"685","23186","23186","23186","0.69921875","0.69921875","0.69921875","23186","23186","23186","0.72265625","0.72265625","0.72265625","23186","23186","23186","0.71875","0.71875","0.71875"
"686","23215","23215","23215","0.75","0.75","0.75","23215","23215","23215","0.75390625","0.75390625","0.75390625","23215","23215","23215","0.80859375","0.80859375","0.80859375"
"687","23244","23244","23244","0.67578125","0.67578125","0.67578125","23244","23244","23244","0.6875","0.6875","0.6875","23244","23244","23244","0.7265625","0.7265625","0.7265625"
"688","23273","23273","23273","0.80078125","0.80078125","0.80078125","23273","23273","23273","0.796875","0.796875","0.796875","23273","23273","23273","0.83984375","0.83984375","0.83984375"
"689","23302","23302","23302","0.6796875","0.6796875","0.6796875","23302","23302","23302","0.6875","0.6875","0.6875","23302","23302","23302","0.73046875","0.73046875","0.73046875"
"690","23331","23331","23331","0.7109375","0.7109375","0.7109375","23331","23331","23331","0.703125","0.703125","0.703125","23331","23331","23331","0.703125","0.703125","0.703125"
"691","23360","23360","23360","0.67578125","0.67578125","0.67578125","23360","23360","23360","0.74609375","0.74609375","0.74609375","23360","23360","23360","0.69140625","0.69140625","0.69140625"
"692","23389","23389","23389","0.76171875","0.76171875","0.76171875","23389","23389","23389","0.74609375","0.74609375","0.74609375","23389","23389","23389","0.73828125","0.73828125","0.73828125"
"693","23418","23418","23418","0.7265625","0.7265625","0.7265625","23418","23418","23418","0.74609375","0.74609375","0.74609375","23418","23418","23418","0.71484375","0.71484375","0.71484375"
"694","23447","23447","23447","0.765625","0.765625","0.765625","23447","23447","23447","0.78515625","0.78515625","0.78515625","23447","23447","23447","0.78515625","0.78515625","0.78515625"
"695","23476","23476","23476","0.70703125","0.70703125","0.70703125","23476","23476","23476","0.72265625","0.72265625","0.72265625","23476","23476","23476","0.703125","0.703125","0.703125"
"696","23505","23505","23505","0.6953125","0.6953125","0.6953125","23505","23505","23505","0.72265625","0.72265625","0.72265625","23505","23505","23505","0.70703125","0.70703125","0.70703125"
"697","23534","23534","23534","0.8046875","0.8046875","0.8046875","23534","23534","23534","0.8046875","0.8046875","0.8046875","23534","23534","23534","0.82421875","0.82421875","0.82421875"
"698","23563","23563","23563","0.76171875","0.76171875","0.76171875","23563","23563","23563","0.78125","0.78125","0.78125","23563","23563","23563","0.79296875","0.79296875","0.79296875"
"699","23592","23592","23592","0.734375","0.734375","0.734375","23592","23592","23592","0.75390625","0.75390625","0.75390625","23592","23592","23592","0.75390625","0.75390625","0.75390625"
"700","23621","23621","23621","0.8828125","0.8828125","0.8828125","23621","23621","23621","0.84765625","0.84765625","0.84765625","23621","23621","23621","0.87890625","0.87890625","0.87890625"
"701","23650","23650","23650","0.828125","0.828125","0.828125","23650","23650","23650","0.7734375","0.7734375","0.7734375","23650","23650","23650","0.78125","0.78125","0.78125"
"702","23679","23679","23679","0.76171875","0.76171875","0.76171875","23679","23679","23679","0.7734375","0.7734375","0.7734375","23679","23679","23679","0.78125","0.78125","0.78125"
"703","23708","23708","23708","0.7734375","0.7734375","0.7734375","23708","23708","23708","0.7734375","0.7734375","0.7734375","23708","23708","23708","0.79296875","0.79296875","0.79296875"
"704","23737","23737","23737","0.80078125","0.80078125","0.80078125","23737","23737","23737","0.765625","0.765625","0.765625","23737","23737","23737","0.76953125","0.76953125","0.76953125"
"705","23917","23917","23917","0.74609375","0.74609375","0.74609375","23917","23917","23917","0.71484375","0.71484375","0.71484375","23917","23917","23917","0.73046875","0.73046875","0.73046875"
"706","23946","23946","23946","0.83203125","0.83203125","0.83203125","23946","23946","23946","0.84375","0.84375","0.84375","23946","23946","23946","0.828125","0.828125","0.828125"
"707","23975","23975","23975","0.796875","0.796875","0.796875","23975","23975","23975","0.78515625","0.78515625","0.78515625","23975","23975","23975","0.80078125","0.80078125","0.80078125"
"708","24004","24004","24004","0.6875","0.6875","0.6875","24004","24004","24004","0.6875","0.6875","0.6875","24004","24004","24004","0.7421875","0.7421875","0.7421875"
"709","24033","24033","24033","0.69921875","0.69921875","0.69921875","24033","24033","24033","0.734375","0.734375","0.734375","24033","24033","24033","0.7421875","0.7421875","0.7421875"
"710","24062","24062","24062","0.71875","0.71875","0.71875","24062","24062","24062","0.70703125","0.70703125","0.70703125","24062","24062","24062","0.71484375","0.71484375","0.71484375"
"711","24091","24091","24091","0.8359375","0.8359375","0.8359375","24091","24091","24091","0.83984375","0.83984375","0.83984375","24091","24091","24091","0.8359375","0.8359375","0.8359375"
"712","24120","24120","24120","0.76171875","0.76171875","0.76171875","24120","24120","24120","0.8125","0.8125","0.8125","24120","24120","24120","0.80859375","0.80859375","0.80859375"
"713","24149","24149","24149","0.8046875","0.8046875","0.8046875","24149","24149","24149","0.796875","0.796875","0.796875","24149","24149","24149","0.8203125","0.8203125","0.8203125"
"714","24178","24178","24178","0.73828125","0.73828125","0.73828125","24178","24178","24178","0.72265625","0.72265625","0.72265625","24178","24178","24178","0.6953125","0.6953125","0.6953125"
"715","24207","24207","24207","0.81640625","0.81640625","0.81640625","24207","24207","24207","0.79296875","0.79296875","0.79296875","24207","24207","24207","0.7734375","0.7734375","0.7734375"
"716","24236","24236","24236","0.70703125","0.70703125","0.70703125","24236","24236","24236","0.6953125","0.6953125","0.6953125","24236","24236","24236","0.71875","0.71875","0.71875"
"717","24265","24265","24265","0.73046875","0.73046875","0.73046875","24265","24265","24265","0.7578125","0.7578125","0.7578125","24265","24265","24265","0.76171875","0.76171875","0.76171875"
"718","24294","24294","24294","0.7265625","0.7265625","0.7265625","24294","24294","24294","0.7421875","0.7421875","0.7421875","24294","24294","24294","0.76953125","0.76953125","0.76953125"
"719","24323","24323","24323","0.69921875","0.69921875","0.69921875","24323","24323","24323","0.69921875","0.69921875","0.69921875","24323","24323","24323","0.69140625","0.69140625","0.69140625"
"720","24352","24352","24352","0.66796875","0.66796875","0.66796875","24352","24352","24352","0.6875","0.6875","0.6875","24352","24352","24352","0.7265625","0.7265625","0.7265625"
"721","24381","24381","24381","0.71484375","0.71484375","0.71484375","24381","24381","24381","0.72265625","0.72265625","0.72265625","24381","24381","24381","0.765625","0.765625","0.765625"
"722","24410","24410","24410","0.80859375","0.80859375","0.80859375","24410","24410","24410","0.8359375","0.8359375","0.8359375","24410","24410","24410","0.8359375","0.8359375","0.8359375"
"723","24439","24439","24439","0.68359375","0.68359375","0.68359375","24439","24439","24439","0.71484375","0.71484375","0.71484375","24439","24439","24439","0.70703125","0.70703125","0.70703125"
"724","24468","24468","24468","0.69140625","0.69140625","0.69140625","24468","24468","24468","0.71875","0.71875","0.71875","24468","24468","24468","0.73046875","0.73046875","0.73046875"
"725","24497","24497","24497","0.71484375","0.71484375","0.71484375","24497","24497","24497","0.69140625","0.69140625","0.69140625","24497","24497","24497","0.7109375","0.7109375","0.7109375"
"726","24526","24526","24526","0.75","0.75","0.75","24526","24526","24526","0.765625","0.765625","0.765625","24526","24526","24526","0.75","0.75","0.75"
"727","24555","24555","24555","0.78125","0.78125","0.78125","24555","24555","24555","0.80859375","0.80859375","0.80859375","24555","24555","24555","0.84375","0.84375","0.84375"
"728","24584","24584","24584","0.8046875","0.8046875","0.8046875","24584","24584","24584","0.8125","0.8125","0.8125","24584","24584","24584","0.8125","0.8125","0.8125"
"729","24613","24613","24613","0.80859375","0.80859375","0.80859375","24613","24613","24613","0.84375","0.84375","0.84375","24613","24613","24613","0.86328125","0.86328125","0.86328125"
"730","24642","24642","24642","0.80859375","0.80859375","0.80859375","24642","24642","24642","0.84375","0.84375","0.84375","24642","24642","24642","0.8203125","0.8203125","0.8203125"
"731","24671","24671","24671","0.76171875","0.76171875","0.76171875","24671","24671","24671","0.76171875","0.76171875","0.76171875","24671","24671","24671","0.8203125","0.8203125","0.8203125"
"732","24700","24700","24700","0.77734375","0.77734375","0.77734375","24700","24700","24700","0.76953125","0.76953125","0.76953125","24700","24700","24700","0.72265625","0.72265625","0.72265625"
"733","24729","24729","24729","0.73046875","0.73046875","0.73046875","24729","24729","24729","0.75","0.75","0.75","24729","24729","24729","0.71484375","0.71484375","0.71484375"
"734","24758","24758","24758","0.7734375","0.7734375","0.7734375","24758","24758","24758","0.77734375","0.77734375","0.77734375","24758","24758","24758","0.78515625","0.78515625","0.78515625"
"735","24787","24787","24787","0.8125","0.8125","0.8125","24787","24787","24787","0.8515625","0.8515625","0.8515625","24787","24787","24787","0.87109375","0.87109375","0.87109375"
"736","24816","24816","24816","0.80078125","0.80078125","0.80078125","24816","24816","24816","0.83203125","0.83203125","0.83203125","24816","24816","24816","0.828125","0.828125","0.828125"
"737","24996","24996","24996","0.6875","0.6875","0.6875","24996","24996","24996","0.68359375","0.68359375","0.68359375","24996","24996","24996","0.6796875","0.6796875","0.6796875"
"738","25025","25025","25025","0.7265625","0.7265625","0.7265625","25025","25025","25025","0.7421875","0.7421875","0.7421875","25025","25025","25025","0.734375","0.734375","0.734375"
"739","25054","25054","25054","0.67578125","0.67578125","0.67578125","25054","25054","25054","0.71484375","0.71484375","0.71484375","25054","25054","25054","0.69921875","0.69921875","0.69921875"
"740","25083","25083","25083","0.765625","0.765625","0.765625","25083","25083","25083","0.71484375","0.71484375","0.71484375","25083","25083","25083","0.72265625","0.72265625","0.72265625"
"741","25112","25112","25112","0.68359375","0.68359375","0.68359375","25112","25112","25112","0.71484375","0.71484375","0.71484375","25112","25112","25112","0.6796875","0.6796875","0.6796875"
"742","25141","25141","25141","0.734375","0.734375","0.734375","25141","25141","25141","0.7421875","0.7421875","0.7421875","25141","25141","25141","0.75","0.75","0.75"
"743","25170","25170","25170","0.8046875","0.8046875","0.8046875","25170","25170","25170","0.83203125","0.83203125","0.83203125","25170","25170","25170","0.89453125","0.89453125","0.89453125"
"744","25199","25199","25199","0.6875","0.6875","0.6875","25199","25199","25199","0.71875","0.71875","0.71875","25199","25199","25199","0.76171875","0.76171875","0.76171875"
"745","25228","25228","25228","0.8203125","0.8203125","0.8203125","25228","25228","25228","0.80859375","0.80859375","0.80859375","25228","25228","25228","0.80078125","0.80078125","0.80078125"
"746","25257","25257","25257","0.77734375","0.77734375","0.77734375","25257","25257","25257","0.7734375","0.7734375","0.7734375","25257","25257","25257","0.75390625","0.75390625","0.75390625"
"747","25286","25286","25286","0.79296875","0.79296875","0.79296875","25286","25286","25286","0.83203125","0.83203125","0.83203125","25286","25286","25286","0.83203125","0.83203125","0.83203125"
"748","25315","25315","25315","0.6171875","0.6171875","0.6171875","25315","25315","25315","0.6328125","0.6328125","0.6328125","25315","25315","25315","0.671875","0.671875","0.671875"
"749","25344","25344","25344","0.76953125","0.76953125","0.76953125","25344","25344","25344","0.81640625","0.81640625","0.81640625","25344","25344","25344","0.80859375","0.80859375","0.80859375"
"750","25373","25373","25373","0.8046875","0.8046875","0.8046875","25373","25373","25373","0.83984375","0.83984375","0.83984375","25373","25373","25373","0.796875","0.796875","0.796875"
"751","25402","25402","25402","0.74609375","0.74609375","0.74609375","25402","25402","25402","0.78125","0.78125","0.78125","25402","25402","25402","0.76953125","0.76953125","0.76953125"
"752","25431","25431","25431","0.7109375","0.7109375","0.7109375","25431","25431","25431","0.73828125","0.73828125","0.73828125","25431","25431","25431","0.72265625","0.72265625","0.72265625"
"753","25460","25460","25460","0.7265625","0.7265625","0.7265625","25460","25460","25460","0.82421875","0.82421875","0.82421875","25460","25460","25460","0.81640625","0.81640625","0.81640625"
"754","25489","25489","25489","0.73046875","0.73046875","0.73046875","25489","25489","25489","0.76953125","0.76953125","0.76953125","25489","25489","25489","0.76953125","0.76953125","0.76953125"
"755","25518","25518","25518","0.70703125","0.70703125","0.70703125","25518","25518","25518","0.71484375","0.71484375","0.71484375","25518","25518","25518","0.76171875","0.76171875","0.76171875"
"756","25547","25547","25547","0.83203125","0.83203125","0.83203125","25547","25547","25547","0.8125","0.8125","0.8125","25547","25547","25547","0.8515625","0.8515625","0.8515625"
"757","25576","25576","25576","0.765625","0.765625","0.765625","25576","25576","25576","0.75390625","0.75390625","0.75390625","25576","25576","25576","0.7578125","0.7578125","0.7578125"
"758","25605","25605","25605","0.57421875","0.57421875","0.57421875","25605","25605","25605","0.61328125","0.61328125","0.61328125","25605","25605","25605","0.59765625","0.59765625","0.59765625"
"759","25634","25634","25634","0.72265625","0.72265625","0.72265625","25634","25634","25634","0.7421875","0.7421875","0.7421875","25634","25634","25634","0.70703125","0.70703125","0.70703125"
"760","25663","25663","25663","0.6484375","0.6484375","0.6484375","25663","25663","25663","0.63671875","0.63671875","0.63671875","25663","25663","25663","0.63671875","0.63671875","0.63671875"
"761","25692","25692","25692","0.74609375","0.74609375","0.74609375","25692","25692","25692","0.7890625","0.7890625","0.7890625","25692","25692","25692","0.76953125","0.76953125","0.76953125"
"762","25721","25721","25721","0.8046875","0.8046875","0.8046875","25721","25721","25721","0.83984375","0.83984375","0.83984375","25721","25721","25721","0.8671875","0.8671875","0.8671875"
"763","25750","25750","25750","0.703125","0.703125","0.703125","25750","25750","25750","0.69921875","0.69921875","0.69921875","25750","25750","25750","0.7109375","0.7109375","0.7109375"
"764","25779","25779","25779","0.77734375","0.77734375","0.77734375","25779","25779","25779","0.79296875","0.79296875","0.79296875","25779","25779","25779","0.80078125","0.80078125","0.80078125"
"765","25808","25808","25808","0.7265625","0.7265625","0.7265625","25808","25808","25808","0.72265625","0.72265625","0.72265625","25808","25808","25808","0.75","0.75","0.75"
"766","25837","25837","25837","0.64453125","0.64453125","0.64453125","25837","25837","25837","0.64453125","0.64453125","0.64453125","25837","25837","25837","0.671875","0.671875","0.671875"
"767","25866","25866","25866","0.69921875","0.69921875","0.69921875","25866","25866","25866","0.7265625","0.7265625","0.7265625","25866","25866","25866","0.69140625","0.69140625","0.69140625"
"768","25895","25895","25895","0.7890625","0.7890625","0.7890625","25895","25895","25895","0.8125","0.8125","0.8125","25895","25895","25895","0.765625","0.765625","0.765625"
"769","26075","26075","26075","0.76953125","0.76953125","0.76953125","26075","26075","26075","0.765625","0.765625","0.765625","26075","26075","26075","0.78125","0.78125","0.78125"
"770","26104","26104","26104","0.796875","0.796875","0.796875","26104","26104","26104","0.81640625","0.81640625","0.81640625","26104","26104","26104","0.83203125","0.83203125","0.83203125"
"771","26133","26133","26133","0.80078125","0.80078125","0.80078125","26133","26133","26133","0.8359375","0.8359375","0.8359375","26133","26133","26133","0.8515625","0.8515625","0.8515625"
"772","26162","26162","26162","0.84765625","0.84765625","0.84765625","26162","26162","26162","0.828125","0.828125","0.828125","26162","26162","26162","0.82421875","0.82421875","0.82421875"
"773","26191","26191","26191","0.75390625","0.75390625","0.75390625","26191","26191","26191","0.7421875","0.7421875","0.7421875","26191","26191","26191","0.75","0.75","0.75"
"774","26220","26220","26220","0.65234375","0.65234375","0.65234375","26220","26220","26220","0.68359375","0.68359375","0.68359375","26220","26220","26220","0.6875","0.6875","0.6875"
"775","26249","26249","26249","0.74609375","0.74609375","0.74609375","26249","26249","26249","0.7734375","0.7734375","0.7734375","26249","26249","26249","0.77734375","0.77734375","0.77734375"
"776","26278","26278","26278","0.76953125","0.76953125","0.76953125","26278","26278","26278","0.75390625","0.75390625","0.75390625","26278","26278","26278","0.7734375","0.7734375","0.7734375"
"777","26307","26307","26307","0.75","0.75","0.75","26307","26307","26307","0.73046875","0.73046875","0.73046875","26307","26307","26307","0.703125","0.703125","0.703125"
"778","26336","26336","26336","0.7734375","0.7734375","0.7734375","26336","26336","26336","0.76953125","0.76953125","0.76953125","26336","26336","26336","0.80859375","0.80859375","0.80859375"
"779","26365","26365","26365","0.796875","0.796875","0.796875","26365","26365","26365","0.8203125","0.8203125","0.8203125","26365","26365","26365","0.83203125","0.83203125","0.83203125"
"780","26394","26394","26394","0.73828125","0.73828125","0.73828125","26394","26394","26394","0.6796875","0.6796875","0.6796875","26394","26394","26394","0.6953125","0.6953125","0.6953125"
"781","26423","26423","26423","0.703125","0.703125","0.703125","26423","26423","26423","0.67578125","0.67578125","0.67578125","26423","26423","26423","0.69140625","0.69140625","0.69140625"
"782","26452","26452","26452","0.796875","0.796875","0.796875","26452","26452","26452","0.7890625","0.7890625","0.7890625","26452","26452","26452","0.796875","0.796875","0.796875"
"783","26481","26481","26481","0.8046875","0.8046875","0.8046875","26481","26481","26481","0.82421875","0.82421875","0.82421875","26481","26481","26481","0.8203125","0.8203125","0.8203125"
"784","26510","26510","26510","0.6875","0.6875","0.6875","26510","26510","26510","0.69921875","0.69921875","0.69921875","26510","26510","26510","0.6796875","0.6796875","0.6796875"
"785","26539","26539","26539","0.703125","0.703125","0.703125","26539","26539","26539","0.69140625","0.69140625","0.69140625","26539","26539","26539","0.71875","0.71875","0.71875"
"786","26568","26568","26568","0.76171875","0.76171875","0.76171875","26568","26568","26568","0.83984375","0.83984375","0.83984375","26568","26568","26568","0.83984375","0.83984375","0.83984375"
"787","26597","26597","26597","0.609375","0.609375","0.609375","26597","26597","26597","0.61328125","0.61328125","0.61328125","26597","26597","26597","0.6015625","0.6015625","0.6015625"
"788","26626","26626","26626","0.765625","0.765625","0.765625","26626","26626","26626","0.8125","0.8125","0.8125","26626","26626","26626","0.8046875","0.8046875","0.8046875"
"789","26655","26655","26655","0.703125","0.703125","0.703125","26655","26655","26655","0.7109375","0.7109375","0.7109375","26655","26655","26655","0.7109375","0.7109375","0.7109375"
"790","26684","26684","26684","0.7578125","0.7578125","0.7578125","26684","26684","26684","0.7890625","0.7890625","0.7890625","26684","26684","26684","0.796875","0.796875","0.796875"
"791","26713","26713","26713","0.70703125","0.70703125","0.70703125","26713","26713","26713","0.71484375","0.71484375","0.71484375","26713","26713","26713","0.73046875","0.73046875","0.73046875"
"792","26742","26742","26742","0.6484375","0.6484375","0.6484375","26742","26742","26742","0.69140625","0.69140625","0.69140625","26742","26742","26742","0.69921875","0.69921875","0.69921875"
"793","26771","26771","26771","0.84765625","0.84765625","0.84765625","26771","26771","26771","0.8671875","0.8671875","0.8671875","26771","26771","26771","0.84375","0.84375","0.84375"
"794","26800","26800","26800","0.77734375","0.77734375","0.77734375","26800","26800","26800","0.7890625","0.7890625","0.7890625","26800","26800","26800","0.8046875","0.8046875","0.8046875"
"795","26829","26829","26829","0.765625","0.765625","0.765625","26829","26829","26829","0.78125","0.78125","0.78125","26829","26829","26829","0.7890625","0.7890625","0.7890625"
