"train/global_step","[paper]GRPO_online - _step","[paper]GRPO_online - _step__MIN","[paper]GRPO_online - _step__MAX","[paper]GRPO_online - train/reward","[paper]GRPO_online - train/reward__MIN","[paper]GRPO_online - train/reward__MAX","[paper]GEPO_online - _step","[paper]GEPO_online - _step__MIN","[paper]GEPO_online - _step__MAX","[paper]GEPO_online - train/reward","[paper]GEPO_online - train/reward__MIN","[paper]GEPO_online - train/reward__MAX","[paper]GSPO_online - _step","[paper]GSPO_online - _step__MIN","[paper]GSPO_online - _step__MAX","[paper]GSPO_online - train/reward","[paper]GSPO_online - train/reward__MIN","[paper]GSPO_online - train/reward__MAX"
"1146","38669","38669","38669","0.26953125","0.26953125","0.26953125","38669","38669","38669","0.6796875","0.6796875","0.6796875","38669","38669","38669","0.625","0.625","0.625"
"1147","38698","38698","38698","0.3125","0.3125","0.3125","38698","38698","38698","0.69140625","0.69140625","0.69140625","38698","38698","38698","0.6953125","0.6953125","0.6953125"
"1148","38727","38727","38727","0.30859375","0.30859375","0.30859375","38727","38727","38727","0.75","0.75","0.75","38727","38727","38727","0.72265625","0.72265625","0.72265625"
"1149","38756","38756","38756","0.41015625","0.41015625","0.41015625","38756","38756","38756","0.8203125","0.8203125","0.8203125","38756","38756","38756","0.80859375","0.80859375","0.80859375"
"1150","38785","38785","38785","0.30078125","0.30078125","0.30078125","38785","38785","38785","0.7578125","0.7578125","0.7578125","38785","38785","38785","0.7265625","0.7265625","0.7265625"
"1151","38814","38814","38814","0.40234375","0.40234375","0.40234375","38814","38814","38814","0.8203125","0.8203125","0.8203125","38814","38814","38814","0.78125","0.78125","0.78125"
"1152","38843","38843","38843","0.40234375","0.40234375","0.40234375","38843","38843","38843","0.83203125","0.83203125","0.83203125","38843","38843","38843","0.8125","0.8125","0.8125"
"1153","39023","39023","39023","0.453125","0.453125","0.453125","39023","39023","39023","0.74609375","0.74609375","0.74609375","39023","39023","39023","0.72265625","0.72265625","0.72265625"
"1154","39052","39052","39052","0.3359375","0.3359375","0.3359375","39052","39052","39052","0.7890625","0.7890625","0.7890625","39052","39052","39052","0.78125","0.78125","0.78125"
"1155","39081","39081","39081","0.390625","0.390625","0.390625","39081","39081","39081","0.75","0.75","0.75","39081","39081","39081","0.6875","0.6875","0.6875"
"1156","39110","39110","39110","0.31640625","0.31640625","0.31640625","39110","39110","39110","0.71875","0.71875","0.71875","39110","39110","39110","0.75390625","0.75390625","0.75390625"
"1157","39139","39139","39139","0.44921875","0.44921875","0.44921875","39139","39139","39139","0.87890625","0.87890625","0.87890625","39139","39139","39139","0.84765625","0.84765625","0.84765625"
"1158","39168","39168","39168","0.41796875","0.41796875","0.41796875","39168","39168","39168","0.72265625","0.72265625","0.72265625","39168","39168","39168","0.671875","0.671875","0.671875"
"1159","39197","39197","39197","0.32421875","0.32421875","0.32421875","39197","39197","39197","0.71875","0.71875","0.71875","39197","39197","39197","0.6640625","0.6640625","0.6640625"
"1160","39226","39226","39226","0.39453125","0.39453125","0.39453125","39226","39226","39226","0.828125","0.828125","0.828125","39226","39226","39226","0.796875","0.796875","0.796875"
"1161","39255","39255","39255","0.37109375","0.37109375","0.37109375","39255","39255","39255","0.73828125","0.73828125","0.73828125","39255","39255","39255","0.6875","0.6875","0.6875"
"1162","39284","39284","39284","0.3671875","0.3671875","0.3671875","39284","39284","39284","0.66015625","0.66015625","0.66015625","39284","39284","39284","0.64453125","0.64453125","0.64453125"
"1163","39313","39313","39313","0.34765625","0.34765625","0.34765625","39313","39313","39313","0.81640625","0.81640625","0.81640625","39313","39313","39313","0.76953125","0.76953125","0.76953125"
"1164","39342","39342","39342","0.32421875","0.32421875","0.32421875","39342","39342","39342","0.82421875","0.82421875","0.82421875","39342","39342","39342","0.8203125","0.8203125","0.8203125"
"1165","39371","39371","39371","0.43359375","0.43359375","0.43359375","39371","39371","39371","0.765625","0.765625","0.765625","39371","39371","39371","0.70703125","0.70703125","0.70703125"
"1166","39400","39400","39400","0.453125","0.453125","0.453125","39400","39400","39400","0.83984375","0.83984375","0.83984375","39400","39400","39400","0.8046875","0.8046875","0.8046875"
"1167","39429","39429","39429","0.3671875","0.3671875","0.3671875","39429","39429","39429","0.75390625","0.75390625","0.75390625","39429","39429","39429","0.69921875","0.69921875","0.69921875"
"1168","39458","39458","39458","0.45703125","0.45703125","0.45703125","39458","39458","39458","0.77734375","0.77734375","0.77734375","39458","39458","39458","0.75390625","0.75390625","0.75390625"
"1169","39487","39487","39487","0.4375","0.4375","0.4375","39487","39487","39487","0.828125","0.828125","0.828125","39487","39487","39487","0.7578125","0.7578125","0.7578125"
"1170","39516","39516","39516","0.5546875","0.5546875","0.5546875","39516","39516","39516","0.89453125","0.89453125","0.89453125","39516","39516","39516","0.89453125","0.89453125","0.89453125"
"1171","39545","39545","39545","0.4765625","0.4765625","0.4765625","39545","39545","39545","0.7578125","0.7578125","0.7578125","39545","39545","39545","0.70703125","0.70703125","0.70703125"
"1172","39574","39574","39574","0.35546875","0.35546875","0.35546875","39574","39574","39574","0.73046875","0.73046875","0.73046875","39574","39574","39574","0.68359375","0.68359375","0.68359375"
"1173","39603","39603","39603","0.38671875","0.38671875","0.38671875","39603","39603","39603","0.66015625","0.66015625","0.66015625","39603","39603","39603","0.61328125","0.61328125","0.61328125"
"1174","39632","39632","39632","0.37890625","0.37890625","0.37890625","39632","39632","39632","0.76171875","0.76171875","0.76171875","39632","39632","39632","0.72265625","0.72265625","0.72265625"
"1175","39661","39661","39661","0.2890625","0.2890625","0.2890625","39661","39661","39661","0.76171875","0.76171875","0.76171875","39661","39661","39661","0.66796875","0.66796875","0.66796875"
"1176","39690","39690","39690","0.3515625","0.3515625","0.3515625","39690","39690","39690","0.55078125","0.55078125","0.55078125","39690","39690","39690","0.53125","0.53125","0.53125"
"1177","39719","39719","39719","0.3984375","0.3984375","0.3984375","39719","39719","39719","0.69140625","0.69140625","0.69140625","39719","39719","39719","0.7578125","0.7578125","0.7578125"
"1178","39748","39748","39748","0.2734375","0.2734375","0.2734375","39748","39748","39748","0.6796875","0.6796875","0.6796875","39748","39748","39748","0.69140625","0.69140625","0.69140625"
"1179","39777","39777","39777","0.48828125","0.48828125","0.48828125","39777","39777","39777","0.86328125","0.86328125","0.86328125","39777","39777","39777","0.75390625","0.75390625","0.75390625"
"1180","39806","39806","39806","0.484375","0.484375","0.484375","39806","39806","39806","0.8515625","0.8515625","0.8515625","39806","39806","39806","0.84375","0.84375","0.84375"
"1181","39835","39835","39835","0.359375","0.359375","0.359375","39835","39835","39835","0.828125","0.828125","0.828125","39835","39835","39835","0.76953125","0.76953125","0.76953125"
"1182","39864","39864","39864","0.36328125","0.36328125","0.36328125","39864","39864","39864","0.7109375","0.7109375","0.7109375","39864","39864","39864","0.65234375","0.65234375","0.65234375"
"1183","39893","39893","39893","0.41015625","0.41015625","0.41015625","39893","39893","39893","0.671875","0.671875","0.671875","39893","39893","39893","0.6796875","0.6796875","0.6796875"
"1184","39922","39922","39922","0.40625","0.40625","0.40625","39922","39922","39922","0.8046875","0.8046875","0.8046875","39922","39922","39922","0.73046875","0.73046875","0.73046875"
"1185","40102","40102","40102","0.38671875","0.38671875","0.38671875","40102","40102","40102","0.671875","0.671875","0.671875","40102","40102","40102","0.61328125","0.61328125","0.61328125"
"1186","40131","40131","40131","0.25","0.25","0.25","40131","40131","40131","0.71484375","0.71484375","0.71484375","40131","40131","40131","0.59765625","0.59765625","0.59765625"
"1187","40160","40160","40160","0.26171875","0.26171875","0.26171875","40160","40160","40160","0.671875","0.671875","0.671875","40160","40160","40160","0.5859375","0.5859375","0.5859375"
"1188","40189","40189","40189","0.3125","0.3125","0.3125","40189","40189","40189","0.72265625","0.72265625","0.72265625","40189","40189","40189","0.59765625","0.59765625","0.59765625"
"1189","40218","40218","40218","0.30859375","0.30859375","0.30859375","40218","40218","40218","0.69921875","0.69921875","0.69921875","40218","40218","40218","0.625","0.625","0.625"
"1190","40247","40247","40247","0.42578125","0.42578125","0.42578125","40247","40247","40247","0.74609375","0.74609375","0.74609375","40247","40247","40247","0.70703125","0.70703125","0.70703125"
"1191","40276","40276","40276","0.296875","0.296875","0.296875","40276","40276","40276","0.765625","0.765625","0.765625","40276","40276","40276","0.53515625","0.53515625","0.53515625"
"1192","40305","40305","40305","0.46875","0.46875","0.46875","40305","40305","40305","0.76953125","0.76953125","0.76953125","40305","40305","40305","0.578125","0.578125","0.578125"
"1193","40334","40334","40334","0.5078125","0.5078125","0.5078125","40334","40334","40334","0.828125","0.828125","0.828125","40334","40334","40334","0.7109375","0.7109375","0.7109375"
"1194","40363","40363","40363","0.4296875","0.4296875","0.4296875","40363","40363","40363","0.79296875","0.79296875","0.79296875","40363","40363","40363","0.5234375","0.5234375","0.5234375"
"1195","40392","40392","40392","0.3828125","0.3828125","0.3828125","40392","40392","40392","0.71875","0.71875","0.71875","40392","40392","40392","0.5234375","0.5234375","0.5234375"
"1196","40421","40421","40421","0.390625","0.390625","0.390625","40421","40421","40421","0.71484375","0.71484375","0.71484375","40421","40421","40421","0.43359375","0.43359375","0.43359375"
"1197","40450","40450","40450","0.3359375","0.3359375","0.3359375","40450","40450","40450","0.703125","0.703125","0.703125","40450","40450","40450","0.37890625","0.37890625","0.37890625"
"1198","40479","40479","40479","0.48046875","0.48046875","0.48046875","40479","40479","40479","0.6328125","0.6328125","0.6328125","40479","40479","40479","0.5390625","0.5390625","0.5390625"
"1199","40508","40508","40508","0.39453125","0.39453125","0.39453125","40508","40508","40508","0.71484375","0.71484375","0.71484375","40508","40508","40508","0.51953125","0.51953125","0.51953125"
"1200","40537","40537","40537","0.49609375","0.49609375","0.49609375","40537","40537","40537","0.8125","0.8125","0.8125","40537","40537","40537","0.58203125","0.58203125","0.58203125"
"1201","40566","40566","40566","0.265625","0.265625","0.265625","40566","40566","40566","0.703125","0.703125","0.703125","40566","40566","40566","0.33203125","0.33203125","0.33203125"
"1202","40595","40595","40595","0.4765625","0.4765625","0.4765625","40595","40595","40595","0.828125","0.828125","0.828125","40595","40595","40595","0.52734375","0.52734375","0.52734375"
"1203","40624","40624","40624","0.265625","0.265625","0.265625","40624","40624","40624","0.671875","0.671875","0.671875","40624","40624","40624","0.43359375","0.43359375","0.43359375"
"1204","40653","40653","40653","0.390625","0.390625","0.390625","40653","40653","40653","0.765625","0.765625","0.765625","40653","40653","40653","0.4453125","0.4453125","0.4453125"
"1205","40682","40682","40682","0.48046875","0.48046875","0.48046875","40682","40682","40682","0.828125","0.828125","0.828125","40682","40682","40682","0.453125","0.453125","0.453125"
"1206","40711","40711","40711","0.34375","0.34375","0.34375","40711","40711","40711","0.703125","0.703125","0.703125","40711","40711","40711","0.34375","0.34375","0.34375"
"1207","40740","40740","40740","0.33203125","0.33203125","0.33203125","40740","40740","40740","0.734375","0.734375","0.734375","40740","40740","40740","0.33984375","0.33984375","0.33984375"
"1208","40769","40769","40769","0.34765625","0.34765625","0.34765625","40769","40769","40769","0.70703125","0.70703125","0.70703125","40769","40769","40769","0.30859375","0.30859375","0.30859375"
"1209","40798","40798","40798","0.50390625","0.50390625","0.50390625","40798","40798","40798","0.765625","0.765625","0.765625","40798","40798","40798","0.265625","0.265625","0.265625"
"1210","40827","40827","40827","0.4765625","0.4765625","0.4765625","40827","40827","40827","0.75","0.75","0.75","40827","40827","40827","0.2734375","0.2734375","0.2734375"
"1211","40856","40856","40856","0.4453125","0.4453125","0.4453125","40856","40856","40856","0.80078125","0.80078125","0.80078125","40856","40856","40856","0.23046875","0.23046875","0.23046875"
"1212","40885","40885","40885","0.51171875","0.51171875","0.51171875","40885","40885","40885","0.73046875","0.73046875","0.73046875","40885","40885","40885","0.21484375","0.21484375","0.21484375"
"1213","40914","40914","40914","0.578125","0.578125","0.578125","40914","40914","40914","0.75390625","0.75390625","0.75390625","40914","40914","40914","0.25390625","0.25390625","0.25390625"
"1214","40943","40943","40943","0.41796875","0.41796875","0.41796875","40943","40943","40943","0.7265625","0.7265625","0.7265625","40943","40943","40943","0.1953125","0.1953125","0.1953125"
"1215","40972","40972","40972","0.4453125","0.4453125","0.4453125","40972","40972","40972","0.7265625","0.7265625","0.7265625","40972","40972","40972","0.12890625","0.12890625","0.12890625"
"1216","41001","41001","41001","0.36328125","0.36328125","0.36328125","41001","41001","41001","0.6796875","0.6796875","0.6796875","41001","41001","41001","0.0625","0.0625","0.0625"
"1217","41181","41181","41181","0.3671875","0.3671875","0.3671875","41181","41181","41181","0.80078125","0.80078125","0.80078125","41181","41181","41181","0.05078125","0.05078125","0.05078125"
"1218","41210","41210","41210","0.36328125","0.36328125","0.36328125","41210","41210","41210","0.69140625","0.69140625","0.69140625","41210","41210","41210","0.08984375","0.08984375","0.08984375"
"1219","41239","41239","41239","0.40234375","0.40234375","0.40234375","41239","41239","41239","0.83203125","0.83203125","0.83203125","41239","41239","41239","0.0703125","0.0703125","0.0703125"
"1220","41268","41268","41268","0.53515625","0.53515625","0.53515625","41268","41268","41268","0.83984375","0.83984375","0.83984375","41268","41268","41268","0.1171875","0.1171875","0.1171875"
"1221","41297","41297","41297","0.53125","0.53125","0.53125","41297","41297","41297","0.80078125","0.80078125","0.80078125","41297","41297","41297","0.125","0.125","0.125"
"1222","41326","41326","41326","0.32421875","0.32421875","0.32421875","41326","41326","41326","0.74609375","0.74609375","0.74609375","41326","41326","41326","0.078125","0.078125","0.078125"
"1223","41355","41355","41355","0.3984375","0.3984375","0.3984375","41355","41355","41355","0.62109375","0.62109375","0.62109375","41355","41355","41355","0.05078125","0.05078125","0.05078125"
