"train/global_step","[paper]GEPO_diff4 - _step","[paper]GEPO_diff4 - _step__MIN","[paper]GEPO_diff4 - _step__MAX","[paper]GEPO_diff4 - train/step_diff","[paper]GEPO_diff4 - train/step_diff__MIN","[paper]GEPO_diff4 - train/step_diff__MAX","[paper]GEPO_diff32 - _step","[paper]GEPO_diff32 - _step__MIN","[paper]GEPO_diff32 - _step__MAX","[paper]GEPO_diff32 - train/step_diff","[paper]GEPO_diff32 - train/step_diff__MIN","[paper]GEPO_diff32 - train/step_diff__MAX"
"781","31858","31858","31858","3","3","3","31858","31858","31858","4","4","4"
"782","31893","31893","31893","4","4","4","31893","31893","31893","17","17","17"
"783","31928","31928","31928","3","3","3","31928","31928","31928","22","22","22"
"784","31963","31963","31963","6","6","6","31963","31963","31963","4","4","4"
"785","31998","31998","31998","2","2","2","31998","31998","31998","4","4","4"
"786","32033","32033","32033","2","2","2","32033","32033","32033","25","25","25"
"787","32068","32068","32068","7","7","7","32068","32068","32068","22","22","22"
"788","32103","32103","32103","8","8","8","32103","32103","32103","19","19","19"
"789","32138","32138","32138","0","0","0","32138","32138","32138","3","3","3"
"790","32173","32173","32173","1","1","1","32173","32173","32173","29","29","29"
"791","32208","32208","32208","2","2","2","32208","32208","32208","26","26","26"
"792","32243","32243","32243","1","1","1","32243","32243","32243","23","23","23"
"793","32278","32278","32278","2","2","2","32278","32278","32278","32","32","32"
"794","32313","32313","32313","3","3","3","32313","32313","32313","25","25","25"
"795","32348","32348","32348","4","4","4","32348","32348","32348","26","26","26"
"796","32383","32383","32383","2","2","2","32383","32383","32383","31","31","31"
"797","32418","32418","32418","6","6","6","32418","32418","32418","3","3","3"
"798","32453","32453","32453","2","2","2","32453","32453","32453","29","29","29"
"799","32488","32488","32488","5","5","5","32488","32488","32488","4","4","4"
"800","32523","32523","32523","4","4","4","32523","32523","32523","31","31","31"
"801","32558","32558","32558","2","2","2","32558","32558","32558","36","36","36"
"802","32593","32593","32593","6","6","6","32593","32593","32593","33","33","33"
"803","32628","32628","32628","2","2","2","32628","32628","32628","34","34","34"
"804","32663","32663","32663","5","5","5","32663","32663","32663","4","4","4"
"805","32698","32698","32698","4","4","4","32698","32698","32698","36","36","36"
"806","32733","32733","32733","0","0","0","32733","32733","32733","37","37","37"
"807","32768","32768","32768","1","1","1","32768","32768","32768","3","3","3"
"808","32803","32803","32803","2","2","2","32803","32803","32803","27","27","27"
"809","32838","32838","32838","3","3","3","32838","32838","32838","29","29","29"
"810","32873","32873","32873","4","4","4","32873","32873","32873","29","29","29"
"811","32908","32908","32908","1","1","1","32908","32908","32908","4","4","4"
"812","32943","32943","32943","6","6","6","32943","32943","32943","31","31","31"
"813","32978","32978","32978","7","7","7","32978","32978","32978","3","3","3"
"814","33013","33013","33013","8","8","8","33013","33013","33013","33","33","33"
"815","33048","33048","33048","1","1","1","33048","33048","33048","4","4","4"
"816","33083","33083","33083","6","6","6","33083","33083","33083","36","36","36"
"817","33118","33118","33118","7","7","7","33118","33118","33118","36","36","36"
"818","33153","33153","33153","2","2","2","33153","33153","33153","32","32","32"
"819","33188","33188","33188","5","5","5","33188","33188","33188","38","38","38"
"820","33223","33223","33223","2","2","2","33223","33223","33223","4","4","4"
"821","33258","33258","33258","7","7","7","33258","33258","33258","35","35","35"
"822","33293","33293","33293","3","3","3","33293","33293","33293","36","36","36"
"823","33328","33328","33328","7","7","7","33328","33328","33328","4","4","4"
"824","33363","33363","33363","0","0","0","33363","33363","33363","4","4","4"
"825","33398","33398","33398","1","1","1","33398","33398","33398","31","31","31"
"826","33433","33433","33433","2","2","2","33433","33433","33433","31","31","31"
"827","33468","33468","33468","3","3","3","33468","33468","33468","33","33","33"
"828","33503","33503","33503","4","4","4","33503","33503","33503","33","33","33"
"829","33538","33538","33538","3","3","3","33538","33538","33538","29","29","29"
"830","33573","33573","33573","6","6","6","33573","33573","33573","36","36","36"
"831","33608","33608","33608","1","1","1","33608","33608","33608","36","36","36"
"832","33643","33643","33643","6","6","6","33643","33643","33643","32","32","32"
"833","34055","34055","34055","0","0","0","34055","34055","34055","0","0","0"
"834","34090","34090","34090","4","4","4","34090","34090","34090","30","30","30"
"835","34125","34125","34125","5","5","5","34125","34125","34125","31","31","31"
"836","34160","34160","34160","6","6","6","34160","34160","34160","32","32","32"
"837","34195","34195","34195","7","7","7","34195","34195","34195","26","26","26"
"838","34230","34230","34230","0","0","0","34230","34230","34230","28","28","28"
"839","34265","34265","34265","1","1","1","34265","34265","34265","35","35","35"
"840","34300","34300","34300","2","2","2","34300","34300","34300","29","29","29"
"841","34335","34335","34335","3","3","3","34335","34335","34335","31","31","31"
"842","34370","34370","34370","4","4","4","34370","34370","34370","31","31","31"
"843","34405","34405","34405","1","1","1","34405","34405","34405","33","33","33"
"844","34440","34440","34440","6","6","6","34440","34440","34440","33","33","33"
"845","34475","34475","34475","7","7","7","34475","34475","34475","34","34","34"
"846","34510","34510","34510","8","8","8","34510","34510","34510","27","27","27"
"847","34545","34545","34545","2","2","2","34545","34545","34545","4","4","4"
"848","34580","34580","34580","6","6","6","34580","34580","34580","28","28","28"
"849","34615","34615","34615","7","7","7","34615","34615","34615","30","30","30"
"850","34650","34650","34650","3","3","3","34650","34650","34650","3","3","3"
"851","34685","34685","34685","6","6","6","34685","34685","34685","32","32","32"
"852","34720","34720","34720","2","2","2","34720","34720","34720","32","32","32"
"853","34755","34755","34755","6","6","6","34755","34755","34755","34","34","34"
"854","34790","34790","34790","7","7","7","34790","34790","34790","34","34","34"
"855","34825","34825","34825","0","0","0","34825","34825","34825","36","36","36"
"856","34860","34860","34860","1","1","1","34860","34860","34860","37","37","37"
"857","34895","34895","34895","2","2","2","34895","34895","34895","37","37","37"
"858","34930","34930","34930","3","3","3","34930","34930","34930","39","39","39"
"859","34965","34965","34965","4","4","4","34965","34965","34965","39","39","39"
"860","35000","35000","35000","3","3","3","35000","35000","35000","40","40","40"
"861","35035","35035","35035","6","6","6","35035","35035","35035","42","42","42"
"862","35070","35070","35070","3","3","3","35070","35070","35070","29","29","29"
"863","35105","35105","35105","8","8","8","35105","35105","35105","4","4","4"
"864","35140","35140","35140","2","2","2","35140","35140","35140","31","31","31"
"865","35175","35175","35175","2","2","2","35175","35175","35175","32","32","32"
"866","35210","35210","35210","7","7","7","35210","35210","35210","35","35","35"
"867","35245","35245","35245","5","5","5","35245","35245","35245","34","34","34"
"868","35280","35280","35280","0","0","0","35280","35280","35280","35","35","35"
"869","35315","35315","35315","1","1","1","35315","35315","35315","36","36","36"
"870","35350","35350","35350","2","2","2","35350","35350","35350","37","37","37"
"871","35385","35385","35385","2","2","2","35385","35385","35385","38","38","38"
"872","35420","35420","35420","3","3","3","35420","35420","35420","4","4","4"
"873","35455","35455","35455","4","4","4","35455","35455","35455","30","30","30"
"874","35490","35490","35490","1","1","1","35490","35490","35490","31","31","31"
"875","35525","35525","35525","6","6","6","35525","35525","35525","28","28","28"
"876","35560","35560","35560","7","7","7","35560","35560","35560","33","33","33"
"877","35595","35595","35595","8","8","8","35595","35595","35595","4","4","4"
"878","35630","35630","35630","1","1","1","35630","35630","35630","31","31","31"
"879","35665","35665","35665","6","6","6","35665","35665","35665","36","36","36"
"880","35700","35700","35700","2","2","2","35700","35700","35700","33","33","33"
"881","35735","35735","35735","2","2","2","35735","35735","35735","38","38","38"
"882","35770","35770","35770","5","5","5","35770","35770","35770","3","3","3"
"883","35805","35805","35805","6","6","6","35805","35805","35805","36","36","36"
"884","35840","35840","35840","0","0","0","35840","35840","35840","37","37","37"
"885","35875","35875","35875","1","1","1","35875","35875","35875","4","4","4"
"886","35910","35910","35910","2","2","2","35910","35910","35910","27","27","27"
"887","35945","35945","35945","3","3","3","35945","35945","35945","28","28","28"
"888","35980","35980","35980","4","4","4","35980","35980","35980","20","20","20"
"889","36015","36015","36015","2","2","2","36015","36015","36015","21","21","21"
"890","36050","36050","36050","6","6","6","36050","36050","36050","22","22","22"
"891","36085","36085","36085","7","7","7","36085","36085","36085","23","23","23"
"892","36120","36120","36120","0","0","0","36120","36120","36120","3","3","3"
"893","36155","36155","36155","1","1","1","36155","36155","36155","3","3","3"
"894","36190","36190","36190","1","1","1","36190","36190","36190","26","26","26"
"895","36225","36225","36225","3","3","3","36225","36225","36225","27","27","27"
"896","36260","36260","36260","3","3","3","36260","36260","36260","23","23","23"
"897","36672","36672","36672","0","0","0","36672","36672","36672","0","0","0"
"898","36707","36707","36707","4","4","4","36707","36707","36707","30","30","30"
"899","36742","36742","36742","6","6","6","36742","36742","36742","31","31","31"
"900","36777","36777","36777","6","6","6","36777","36777","36777","27","27","27"
"901","36812","36812","36812","7","7","7","36812","36812","36812","3","3","3"
"902","36847","36847","36847","3","3","3","36847","36847","36847","34","34","34"
"903","36882","36882","36882","6","6","6","36882","36882","36882","35","35","35"
"904","36917","36917","36917","0","0","0","36917","36917","36917","4","4","4"
"905","36952","36952","36952","1","1","1","36952","36952","36952","26","26","26"
"906","36987","36987","36987","2","2","2","36987","36987","36987","38","38","38"
"907","37022","37022","37022","3","3","3","37022","37022","37022","26","26","26"
"908","37057","37057","37057","4","4","4","37057","37057","37057","40","40","40"
"909","37092","37092","37092","3","3","3","37092","37092","37092","30","30","30"
"910","37127","37127","37127","2","2","2","37127","37127","37127","42","42","42"
"911","37162","37162","37162","7","7","7","37162","37162","37162","30","30","30"
"912","37197","37197","37197","6","6","6","37197","37197","37197","33","33","33"
"913","37232","37232","37232","2","2","2","37232","37232","37232","45","45","45"
"914","37267","37267","37267","6","6","6","37267","37267","37267","3","3","3"
"915","37302","37302","37302","7","7","7","37302","37302","37302","36","36","36"
"916","37337","37337","37337","0","0","0","37337","37337","37337","37","37","37"
"917","37372","37372","37372","1","1","1","37372","37372","37372","4","4","4"
"918","37407","37407","37407","2","2","2","37407","37407","37407","29","29","29"
"919","37442","37442","37442","1","1","1","37442","37442","37442","29","29","29"
"920","37477","37477","37477","2","2","2","37477","37477","37477","31","31","31"
"921","37512","37512","37512","3","3","3","37512","37512","37512","27","27","27"
"922","37547","37547","37547","4","4","4","37547","37547","37547","32","32","32"
"923","37582","37582","37582","0","0","0","37582","37582","37582","29","29","29"
"924","37617","37617","37617","1","1","1","37617","37617","37617","28","28","28"
"925","37652","37652","37652","2","2","2","37652","37652","37652","35","35","35"
"926","37687","37687","37687","3","3","3","37687","37687","37687","4","4","4"
"927","37722","37722","37722","4","4","4","37722","37722","37722","31","31","31"
"928","37757","37757","37757","0","0","0","37757","37757","37757","34","34","34"
"929","37792","37792","37792","1","1","1","37792","37792","37792","39","39","39"
"930","37827","37827","37827","1","1","1","37827","37827","37827","34","34","34"
"931","37862","37862","37862","2","2","2","37862","37862","37862","41","41","41"
"932","37897","37897","37897","3","3","3","37897","37897","37897","38","38","38"
"933","37932","37932","37932","3","3","3","37932","37932","37932","39","39","39"
"934","37967","37967","37967","2","2","2","37967","37967","37967","38","38","38"
"935","38002","38002","38002","6","6","6","38002","38002","38002","41","41","41"
"936","38037","38037","38037","2","2","2","38037","38037","38037","40","40","40"
"937","38072","38072","38072","7","7","7","38072","38072","38072","40","40","40"
"938","38107","38107","38107","6","6","6","38107","38107","38107","44","44","44"
"939","38142","38142","38142","0","0","0","38142","38142","38142","42","42","42"
"940","38177","38177","38177","1","1","1","38177","38177","38177","43","43","43"
"941","38212","38212","38212","1","1","1","38212","38212","38212","45","45","45"
"942","38247","38247","38247","3","3","3","38247","38247","38247","45","45","45"
"943","38282","38282","38282","3","3","3","38282","38282","38282","46","46","46"
"944","38317","38317","38317","3","3","3","38317","38317","38317","4","4","4"
"945","38352","38352","38352","4","4","4","38352","38352","38352","34","34","34"
"946","38387","38387","38387","3","3","3","38387","38387","38387","35","35","35"
"947","38422","38422","38422","6","6","6","38422","38422","38422","36","36","36"
"948","38457","38457","38457","3","3","3","38457","38457","38457","35","35","35"
"949","38492","38492","38492","8","8","8","38492","38492","38492","38","38","38"
"950","38527","38527","38527","3","3","3","38527","38527","38527","39","39","39"
"951","38562","38562","38562","8","8","8","38562","38562","38562","38","38","38"
"952","38597","38597","38597","0","0","0","38597","38597","38597","39","39","39"
"953","38632","38632","38632","1","1","1","38632","38632","38632","42","42","42"
"954","38667","38667","38667","2","2","2","38667","38667","38667","3","3","3"
"955","38702","38702","38702","3","3","3","38702","38702","38702","33","33","33"
"956","38737","38737","38737","4","4","4","38737","38737","38737","4","4","4"
"957","38772","38772","38772","1","1","1","38772","38772","38772","35","35","35"
"958","38807","38807","38807","6","6","6","38807","38807","38807","36","36","36"
"959","38842","38842","38842","7","7","7","38842","38842","38842","37","37","37"
"960","38877","38877","38877","8","8","8","38877","38877","38877","38","38","38"
"961","39289","39289","39289","0","0","0","39289","39289","39289","0","0","0"
"962","39324","39324","39324","1","1","1","39324","39324","39324","22","22","22"
"963","39359","39359","39359","2","2","2","39359","39359","39359","23","23","23"
"964","39394","39394","39394","3","3","3","39394","39394","39394","24","24","24"
"965","39429","39429","39429","3","3","3","39429","39429","39429","25","25","25"
"966","39464","39464","39464","5","5","5","39464","39464","39464","26","26","26"
"967","39499","39499","39499","0","0","0","39499","39499","39499","27","27","27"
"968","39534","39534","39534","1","1","1","39534","39534","39534","28","28","28"
"969","39569","39569","39569","2","2","2","39569","39569","39569","29","29","29"
"970","39604","39604","39604","3","3","3","39604","39604","39604","19","19","19"
"971","39639","39639","39639","4","4","4","39639","39639","39639","31","31","31"
"972","39674","39674","39674","0","0","0","39674","39674","39674","21","21","21"
"973","39709","39709","39709","1","1","1","39709","39709","39709","3","3","3"
"974","39744","39744","39744","2","2","2","39744","39744","39744","23","23","23"
"975","39779","39779","39779","3","3","3","39779","39779","39779","4","4","4"
"976","39814","39814","39814","4","4","4","39814","39814","39814","36","36","36"
"977","39849","39849","39849","0","0","0","39849","39849","39849","25","25","25"
"978","39884","39884","39884","1","1","1","39884","39884","39884","3","3","3"
"979","39919","39919","39919","2","2","2","39919","39919","39919","28","28","28"
"980","39954","39954","39954","3","3","3","39954","39954","39954","29","29","29"
"981","39989","39989","39989","1","1","1","39989","39989","39989","30","30","30"
"982","40024","40024","40024","2","2","2","40024","40024","40024","30","30","30"
"983","40059","40059","40059","6","6","6","40059","40059","40059","4","4","4"
"984","40094","40094","40094","4","4","4","40094","40094","40094","33","33","33"
"985","40129","40129","40129","0","0","0","40129","40129","40129","24","24","24"
"986","40164","40164","40164","1","1","1","40164","40164","40164","34","34","34"
"987","40199","40199","40199","1","1","1","40199","40199","40199","36","36","36"
"988","40234","40234","40234","3","3","3","40234","40234","40234","4","4","4"
"989","40269","40269","40269","3","3","3","40269","40269","40269","28","28","28"
"990","40304","40304","40304","5","5","5","40304","40304","40304","29","29","29"
"991","40339","40339","40339","1","1","1","40339","40339","40339","39","39","39"
"992","40374","40374","40374","6","6","6","40374","40374","40374","31","31","31"
"993","40409","40409","40409","7","7","7","40409","40409","40409","32","32","32"
"994","40444","40444","40444","4","4","4","40444","40444","40444","42","42","42"
"995","40479","40479","40479","0","0","0","40479","40479","40479","34","34","34"
"996","40514","40514","40514","1","1","1","40514","40514","40514","35","35","35"
"997","40549","40549","40549","2","2","2","40549","40549","40549","45","45","45"
"998","40584","40584","40584","3","3","3","40584","40584","40584","37","37","37"
"999","40619","40619","40619","4","4","4","40619","40619","40619","3","3","3"
"1000","40654","40654","40654","0","0","0","40654","40654","40654","29","29","29"
"1001","40689","40689","40689","1","1","1","40689","40689","40689","4","4","4"
"1002","40724","40724","40724","2","2","2","40724","40724","40724","32","32","32"
"1003","40759","40759","40759","3","3","3","40759","40759","40759","32","32","32"
"1004","40794","40794","40794","4","4","4","40794","40794","40794","33","33","33"
"1005","40829","40829","40829","1","1","1","40829","40829","40829","3","3","3"
"1006","40864","40864","40864","2","2","2","40864","40864","40864","35","35","35"
"1007","40899","40899","40899","7","7","7","40899","40899","40899","36","36","36"
"1008","40934","40934","40934","4","4","4","40934","40934","40934","33","33","33"
"1009","40969","40969","40969","0","0","0","40969","40969","40969","38","38","38"
"1010","41004","41004","41004","1","1","1","41004","41004","41004","35","35","35"
"1011","41039","41039","41039","2","2","2","41039","41039","41039","40","40","40"
"1012","41074","41074","41074","3","3","3","41074","41074","41074","33","33","33"
"1013","41109","41109","41109","4","4","4","41109","41109","41109","38","38","38"
"1014","41144","41144","41144","1","1","1","41144","41144","41144","4","4","4"
"1015","41179","41179","41179","6","6","6","41179","41179","41179","31","31","31"
"1016","41214","41214","41214","7","7","7","41214","41214","41214","32","32","32"
"1017","41249","41249","41249","8","8","8","41249","41249","41249","33","33","33"
"1018","41284","41284","41284","0","0","0","41284","41284","41284","34","34","34"
"1019","41319","41319","41319","1","1","1","41319","41319","41319","35","35","35"
"1020","41354","41354","41354","2","2","2","41354","41354","41354","36","36","36"
"1021","41389","41389","41389","3","3","3","41389","41389","41389","37","37","37"
"1022","41424","41424","41424","3","3","3","41424","41424","41424","38","38","38"
"1023","41459","41459","41459","5","5","5","41459","41459","41459","39","39","39"
"1024","41494","41494","41494","2","2","2","41494","41494","41494","28","28","28"
"1025","41906","41906","41906","0","0","0","41906","41906","41906","0","0","0"
"1026","41941","41941","41941","4","4","4","41941","41941","41941","29","29","29"
"1027","41976","41976","41976","5","5","5","41976","41976","41976","31","31","31"
"1028","42011","42011","42011","6","6","6","42011","42011","42011","31","31","31"
"1029","42046","42046","42046","3","3","3","42046","42046","42046","27","27","27"
"1030","42081","42081","42081","8","8","8","42081","42081","42081","4","4","4"
"1031","42116","42116","42116","0","0","0","42116","42116","42116","35","35","35"
"1032","42151","42151","42151","1","1","1","42151","42151","42151","30","30","30"
"1033","42186","42186","42186","2","2","2","42186","42186","42186","37","37","37"
"1034","42221","42221","42221","3","3","3","42221","42221","42221","37","37","37"
"1035","42256","42256","42256","4","4","4","42256","42256","42256","4","4","4"
"1036","42291","42291","42291","0","0","0","42291","42291","42291","34","34","34"
"1037","42326","42326","42326","1","1","1","42326","42326","42326","35","35","35"
"1038","42361","42361","42361","2","2","2","42361","42361","42361","4","4","4"
"1039","42396","42396","42396","3","3","3","42396","42396","42396","37","37","37"
"1040","42431","42431","42431","4","4","4","42431","42431","42431","38","38","38"
"1041","42466","42466","42466","0","0","0","42466","42466","42466","31","31","31"
"1042","42501","42501","42501","1","1","1","42501","42501","42501","4","4","4"
"1043","42536","42536","42536","2","2","2","42536","42536","42536","33","33","33"
"1044","42571","42571","42571","3","3","3","42571","42571","42571","34","34","34"
"1045","42606","42606","42606","4","4","4","42606","42606","42606","24","24","24"
"1046","42641","42641","42641","1","1","1","42641","42641","42641","25","25","25"
"1047","42676","42676","42676","6","6","6","42676","42676","42676","26","26","26"
"1048","42711","42711","42711","7","7","7","42711","42711","42711","4","4","4"
"1049","42746","42746","42746","8","8","8","42746","42746","42746","28","28","28"
"1050","42781","42781","42781","0","0","0","42781","42781","42781","25","25","25"
"1051","42816","42816","42816","1","1","1","42816","42816","42816","26","26","26"
"1052","42851","42851","42851","2","2","2","42851","42851","42851","27","27","27"
"1053","42886","42886","42886","3","3","3","42886","42886","42886","28","28","28"
"1054","42921","42921","42921","3","3","3","42921","42921","42921","4","4","4"
"1055","42956","42956","42956","5","5","5","42956","42956","42956","30","30","30"
"1056","42991","42991","42991","0","0","0","42991","42991","42991","31","31","31"
"1057","43026","43026","43026","1","1","1","43026","43026","43026","4","4","4"
"1058","43061","43061","43061","2","2","2","43061","43061","43061","33","33","33"
"1059","43096","43096","43096","3","3","3","43096","43096","43096","34","34","34"
"1060","43131","43131","43131","4","4","4","43131","43131","43131","35","35","35"
"1061","43166","43166","43166","0","0","0","43166","43166","43166","36","36","36"
"1062","43201","43201","43201","1","1","1","43201","43201","43201","37","37","37"
"1063","43236","43236","43236","2","2","2","43236","43236","43236","38","38","38"
"1064","43271","43271","43271","3","3","3","43271","43271","43271","3","3","3"
"1065","43306","43306","43306","4","4","4","43306","43306","43306","34","34","34"
"1066","43341","43341","43341","0","0","0","43341","43341","43341","35","35","35"
"1067","43376","43376","43376","1","1","1","43376","43376","43376","36","36","36"
"1068","43411","43411","43411","2","2","2","43411","43411","43411","37","37","37"
"1069","43446","43446","43446","3","3","3","43446","43446","43446","38","38","38"
"1070","43481","43481","43481","4","4","4","43481","43481","43481","36","36","36"
"1071","43516","43516","43516","1","1","1","43516","43516","43516","40","40","40"
"1072","43551","43551","43551","6","6","6","43551","43551","43551","34","34","34"
"1073","43586","43586","43586","7","7","7","43586","43586","43586","39","39","39"
"1074","43621","43621","43621","8","8","8","43621","43621","43621","43","43","43"
"1075","43656","43656","43656","0","0","0","43656","43656","43656","37","37","37"
"1076","43691","43691","43691","1","1","1","43691","43691","43691","38","38","38"
"1077","43726","43726","43726","2","2","2","43726","43726","43726","43","43","43"
"1078","43761","43761","43761","3","3","3","43761","43761","43761","47","47","47"
"1079","43796","43796","43796","4","4","4","43796","43796","43796","41","41","41"
"1080","43831","43831","43831","0","0","0","43831","43831","43831","42","42","42"
"1081","43866","43866","43866","1","1","1","43866","43866","43866","43","43","43"
"1082","43901","43901","43901","2","2","2","43901","43901","43901","51","51","51"
"1083","43936","43936","43936","3","3","3","43936","43936","43936","45","45","45"
"1084","43971","43971","43971","4","4","4","43971","43971","43971","40","40","40"
"1085","44006","44006","44006","0","0","0","44006","44006","44006","54","54","54"
"1086","44041","44041","44041","1","1","1","44041","44041","44041","48","48","48"
"1087","44076","44076","44076","2","2","2","44076","44076","44076","49","49","49"
"1088","44111","44111","44111","3","3","3","44111","44111","44111","57","57","57"
"1089","44523","44523","44523","0","0","0","44523","44523","44523","0","0","0"
"1090","44558","44558","44558","5","5","5","44558","44558","44558","29","29","29"
"1091","44593","44593","44593","6","6","6","44593","44593","44593","30","30","30"
"1092","44628","44628","44628","7","7","7","44628","44628","44628","31","31","31"
"1093","44663","44663","44663","3","3","3","44663","44663","44663","32","32","32"
"1094","44698","44698","44698","5","5","5","44698","44698","44698","33","33","33"
"1095","44733","44733","44733","1","1","1","44733","44733","44733","34","34","34"
"1096","44768","44768","44768","6","6","6","44768","44768","44768","3","3","3"
"1097","44803","44803","44803","3","3","3","44803","44803","44803","36","36","36"
"1098","44838","44838","44838","4","4","4","44838","44838","44838","37","37","37"
"1099","44873","44873","44873","1","1","1","44873","44873","44873","38","38","38"
"1100","44908","44908","44908","6","6","6","44908","44908","44908","39","39","39"
"1101","44943","44943","44943","7","7","7","44943","44943","44943","4","4","4"
"1102","44978","44978","44978","8","8","8","44978","44978","44978","13","13","13"
"1103","45013","45013","45013","1","1","1","45013","45013","45013","14","14","14"
"1104","45048","45048","45048","1","1","1","45048","45048","45048","15","15","15"
"1105","45083","45083","45083","3","3","3","45083","45083","45083","4","4","4"
"1106","45118","45118","45118","3","3","3","45118","45118","45118","17","17","17"
"1107","45153","45153","45153","3","3","3","45153","45153","45153","18","18","18"
"1108","45188","45188","45188","5","5","5","45188","45188","45188","19","19","19"
"1109","45223","45223","45223","0","0","0","45223","45223","45223","20","20","20"
"1110","45258","45258","45258","1","1","1","45258","45258","45258","21","21","21"
"1111","45293","45293","45293","2","2","2","45293","45293","45293","4","4","4"
"1112","45328","45328","45328","3","3","3","45328","45328","45328","23","23","23"
"1113","45363","45363","45363","4","4","4","45363","45363","45363","24","24","24"
"1114","45398","45398","45398","3","3","3","45398","45398","45398","4","4","4"
"1115","45433","45433","45433","6","6","6","45433","45433","45433","26","26","26"
"1116","45468","45468","45468","0","0","0","45468","45468","45468","27","27","27"
"1117","45503","45503","45503","1","1","1","45503","45503","45503","28","28","28"
"1118","45538","45538","45538","2","2","2","45538","45538","45538","4","4","4"
"1119","45573","45573","45573","1","1","1","45573","45573","45573","30","30","30"
"1120","45608","45608","45608","4","4","4","45608","45608","45608","27","27","27"
"1121","45643","45643","45643","3","3","3","45643","45643","45643","4","4","4"
"1122","45678","45678","45678","3","3","3","45678","45678","45678","33","33","33"
"1123","45713","45713","45713","4","4","4","45713","45713","45713","34","34","34"
"1124","45748","45748","45748","0","0","0","45748","45748","45748","4","4","4"
"1125","45783","45783","45783","1","1","1","45783","45783","45783","32","32","32"
"1126","45818","45818","45818","2","2","2","45818","45818","45818","37","37","37"
"1127","45853","45853","45853","3","3","3","45853","45853","45853","38","38","38"
"1128","45888","45888","45888","4","4","4","45888","45888","45888","31","31","31"
"1129","45923","45923","45923","2","2","2","45923","45923","45923","4","4","4"
"1130","45958","45958","45958","6","6","6","45958","45958","45958","37","37","37"
"1131","45993","45993","45993","7","7","7","45993","45993","45993","34","34","34"
"1132","46028","46028","46028","1","1","1","46028","46028","46028","4","4","4"
"1133","46063","46063","46063","6","6","6","46063","46063","46063","32","32","32"
"1134","46098","46098","46098","7","7","7","46098","46098","46098","37","37","37"
"1135","46133","46133","46133","8","8","8","46133","46133","46133","3","3","3"
"1136","46168","46168","46168","0","0","0","46168","46168","46168","35","35","35"
"1137","46203","46203","46203","1","1","1","46203","46203","46203","36","36","36"
"1138","46238","46238","46238","2","2","2","46238","46238","46238","31","31","31"
"1139","46273","46273","46273","3","3","3","46273","46273","46273","38","38","38"
"1140","46308","46308","46308","3","3","3","46308","46308","46308","33","33","33"
"1141","46343","46343","46343","5","5","5","46343","46343","46343","3","3","3"
"1142","46378","46378","46378","1","1","1","46378","46378","46378","32","32","32"
"1143","46413","46413","46413","1","1","1","46413","46413","46413","36","36","36"
"1144","46448","46448","46448","3","3","3","46448","46448","46448","4","4","4"
"1145","46483","46483","46483","2","2","2","46483","46483","46483","35","35","35"
"1146","46518","46518","46518","5","5","5","46518","46518","46518","32","32","32"
"1147","46553","46553","46553","5","5","5","46553","46553","46553","37","37","37"
"1148","46588","46588","46588","3","3","3","46588","46588","46588","34","34","34"
"1149","46623","46623","46623","6","6","6","46623","46623","46623","29","29","29"
"1150","46658","46658","46658","2","2","2","46658","46658","46658","40","40","40"
"1151","46693","46693","46693","6","6","6","46693","46693","46693","37","37","37"
"1152","46728","46728","46728","7","7","7","46728","46728","46728","32","32","32"
"1153","47140","47140","47140","0","0","0","47140","47140","47140","0","0","0"
"1154","47175","47175","47175","3","3","3","47175","47175","47175","26","26","26"
"1155","47210","47210","47210","4","4","4","47210","47210","47210","23","23","23"
"1156","47245","47245","47245","5","5","5","47245","47245","47245","28","28","28"
"1157","47280","47280","47280","4","4","4","47280","47280","47280","25","25","25"
"1158","47315","47315","47315","0","0","0","47315","47315","47315","26","26","26"
"1159","47350","47350","47350","1","1","1","47350","47350","47350","31","31","31"
"1160","47385","47385","47385","2","2","2","47385","47385","47385","28","28","28"
"1161","47420","47420","47420","3","3","3","47420","47420","47420","29","29","29"
"1162","47455","47455","47455","3","3","3","47455","47455","47455","34","34","34"
"1163","47490","47490","47490","5","5","5","47490","47490","47490","31","31","31"
"1164","47525","47525","47525","1","1","1","47525","47525","47525","32","32","32"
"1165","47560","47560","47560","6","6","6","47560","47560","47560","33","33","33"
"1166","47595","47595","47595","3","3","3","47595","47595","47595","34","34","34"
"1167","47630","47630","47630","2","2","2","47630","47630","47630","29","29","29"
"1168","47665","47665","47665","5","5","5","47665","47665","47665","28","28","28"
"1169","47700","47700","47700","4","4","4","47700","47700","47700","37","37","37"
"1170","47735","47735","47735","0","0","0","47735","47735","47735","32","32","32"
"1171","47770","47770","47770","1","1","1","47770","47770","47770","39","39","39"
"1172","47805","47805","47805","2","2","2","47805","47805","47805","40","40","40"
"1173","47840","47840","47840","3","3","3","47840","47840","47840","33","33","33"
"1174","47875","47875","47875","4","4","4","47875","47875","47875","3","3","3"
"1175","47910","47910","47910","3","3","3","47910","47910","47910","24","24","24"
"1176","47945","47945","47945","6","6","6","47945","47945","47945","25","25","25"
"1177","47980","47980","47980","2","2","2","47980","47980","47980","26","26","26"
"1178","48015","48015","48015","6","6","6","48015","48015","48015","27","27","27"
